genome	group	family	species	orth_tptA	orth_rnhA	strict_tptA	strict_rnhA	pair	pair_hmg	near_hmg	n_loci	called	loci_hmg_between	loci_flank_conf
GCA_027579375.1_UCR_CoacRSA476_1.0	Kickxellomycota	Kickxellaceae	Coemansia aciculifera	False	False	False	False	False	False	False	1	False	0	0
GCA_027579385.1_UCR_CoacNRRL2694_1.0	Kickxellomycota	Kickxellaceae	Coemansia aciculifera	False	False	False	False	False	False	False	1	False	0	0
GCA_027579465.1_UCR_CoemRSA1878_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1878	False	True	False	False	False	False	False	1	False	0	0
GCA_027579485.1_UCR_ConaCBS109400_1.0	Kickxellomycota	Kickxellaceae	Coemansia nantahalensis	False	True	False	False	False	False	False	1	False	0	0
GCA_027579505.1_UCR_CoguNRRL1565_1.0	Kickxellomycota	Kickxellaceae	Coemansia guatemalensis	False	True	False	False	False	False	False	0	False	0	0
GCA_027579525.1_UCR_CofuCBS102833_1.0	Kickxellomycota	Kickxellaceae	Coemansia furcata	False	False	False	False	False	False	False	4	False	0	0
GCA_027579565.1_UCR_CoerCBS939.97_1.0	Kickxellomycota	Kickxellaceae	Coemansia erecta	False	False	False	False	False	False	False	3	False	0	0
GCA_027579585.1_UCR_CoerCBS336.87_1.0	Kickxellomycota	Kickxellaceae	Coemansia erecta	False	True	False	False	False	False	False	1	False	0	0
GCA_027579605.1_UCR_CobrNRRL1566_1.0	Kickxellomycota	Kickxellaceae	Coemansia brasiliensis	False	False	False	False	False	False	False	2	False	0	0
GCA_027579625.1_UCR_CoasBCRC34628_1.0	Kickxellomycota	Kickxellaceae	Coemansia asiatica	False	True	False	False	False	False	False	3	False	0	1
GCA_027579645.1_UCR_CoacCBS109363_1.0	Kickxellomycota	Kickxellaceae	Coemansia aciculifera	False	False	False	False	False	False	False	0	False	0	0
GCA_027579785.1_UCR_CoacCBS516.66_1.0	Kickxellomycota	Kickxellaceae	Coemansia aciculifera	False	False	False	False	False	False	False	12	False	0	0
GCA_027579955.1_UCR_CoacBCRC34181_1.0	Kickxellomycota	Kickxellaceae	Coemansia aciculifera	False	False	False	False	False	False	False	5	False	0	0
GCA_027595765.1_UCR_CoemRSA1821_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1821	False	True	False	False	False	False	False	2	False	0	0
GCA_027595785.1_UCR_CoemRSA1086_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1086	False	True	False	False	False	False	False	2	False	0	0
GCA_027595805.1_UCR_CoemD160_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. Benny D160-2	False	False	False	False	False	False	False	1	False	0	0
GCA_027595825.1_UCR_CbifNCRC34381_1.0	Kickxellomycota	Kickxellaceae	Coemansia biformis	True	True	False	False	False	False	False	7	False	0	0
GCA_045269135.1_ASM4526913v1	Kickxellomycota	Legeriomycetaceae	Smittium minutisporum	True	False	True	False	False	False	False	5	False	0	0
GCA_052426225.1_ASM5242622v1	Kickxellomycota	Legeriomycetaceae	Zancudomyces culisetae	True	False	True	False	False	False	False	2	False	0	1
GCF_002104995.1_Linpe1	Kickxellomycota	Kickxellaceae	Linderina pennispora	False	False	False	False	False	False	False	1	False	0	0
GCF_025024165.1_Kicala1	Kickxellomycota	Kickxellaceae	Kickxella alabastrina	False	True	False	False	False	False	False	1	False	0	0
GCA_002214945.1_ASM221494v1	chytrid_control	Rhizophlyctidaceae	Rhizophlyctis rosea	True	True	True	True	False	False	False	10	False	0	0
GCA_003595275.1_ASM359527v1	chytrid_control		Batrachochytrium dendrobatidis	True	True	True	False	False	False	False	16	False	0	0
GCA_006535955.1_ASM653595v1	chytrid_control	Synchytriaceae	Synchytrium endobioticum	True	True	True	True	False	False	False	3	False	0	0
GCA_006536045.1_ASM653604v1	chytrid_control	Synchytriaceae	Synchytrium endobioticum	True	True	True	True	False	False	False	2	False	0	0
GCA_020617735.1_ASM2061773v1	chytrid_control		Batrachochytrium salamandrivorans	True	True	True	False	False	False	False	6	False	0	0
GCA_021556675.1_ASM2155667v1	chytrid_control		Batrachochytrium salamandrivorans	True	True	True	False	False	False	False	7	False	0	0
GCA_023347005.1_ASM2334700v1	chytrid_control		Chytridiomycetes sp.	False	True	False	False	False	False	False	9	False	0	0
GCA_025765595.1_Obemuc1	chytrid_control	Chytriomycetaceae	Obelidium mucronatum	True	True	True	True	False	False	False	11	False	0	0
GCA_026954515.1_ASM2695451v1	chytrid_control	Cladochytriaceae	Cladochytrium tenue	True	True	True	True	False	False	False	4	False	0	0
GCA_026955015.1_ASM2695501v1	chytrid_control	Nowakowskiellaceae	Nowakowskiella sp. JEL0078	True	True	True	True	False	False	False	1	False	0	0
GCA_027596075.1_ASM2759607v1	chytrid_control	Rhizophlyctidaceae	Rhizophlyctis rosea	True	True	True	True	False	False	False	19	False	0	0
GCA_027596845.1_ASM2759684v1	chytrid_control	Quaeritorhizaceae	Quaeritorhiza haematococci	True	True	True	True	False	False	False	9	False	0	0
GCA_027600645.1_ASM2760064v1	chytrid_control	Nowakowskiellaceae	Nowakowskiella sp. JEL0407	True	True	True	True	False	False	False	9	False	0	0
GCA_027604065.1_ASM2760406v1	chytrid_control	Lobulomycetaceae	Clydaea vesicula	True	True	True	False	False	False	False	6	False	0	0
GCA_027604365.1_ASM2760436v1	chytrid_control	Chytriomycetaceae	Rhizoclosmatium sp. JEL0117	True	True	True	True	False	False	False	13	False	0	0
GCA_027604605.1_ASM2760460v1	chytrid_control	Borealophlyctidaceae	Borealophlyctis nickersoniae	False	True	False	True	False	False	False	11	False	0	0
GCA_027604685.1_ASM2760468v1	chytrid_control	Lobulomycetaceae	Lobulomyces angularis	True	True	True	True	False	False	False	5	False	0	0
GCA_046254935.1_ASM4625493v1	chytrid_control		Lobulomycetales sp.	True	True	True	False	False	False	False	8	False	0	0
GCA_054661495.1_Zygophlyctis_sp._KS116_1.0	chytrid_control	Zygophlyctidaceae	Zygophlyctis sp. KS116	True	True	True	True	False	False	False	14	False	0	2
