asmid	method	bioproject	contigs	call
GCA_053176365.1_18Y-094_genome_20251003	SPAdes v. 3.15.5	PRJNA1343880	210	alpha
GCA_053175905.1_19Y-056_genome_20251002	SPAdes v. 3.15.5	PRJNA1343880	226	alpha
GCA_053176645.1_19Y-057_genome_20251002	SPAdes v. 3.15.5	PRJNA1343880	206	alpha
GCA_053176895.1_19Y-058_genome_20251002	SPAdes v. 3.15.5	PRJNA1343880	260	alpha
GCA_053176705.1_20Y-001_genome_20251002	SPAdes v. 3.15.5	PRJNA1343880	225	alpha
GCA_053176135.1_19Y-062_genome_20251002	SPAdes v. 3.15.5	PRJNA1343880	327	alpha
GCA_029619135.1_ASM2961913v1	Newbler v. 2.9	PRJNA903931	707	A
GCA_029618695.1_ASM2961869v1	Newbler v. 2.9	PRJNA903931	754	A
GCA_029618685.1_ASM2961868v1	Newbler v. 2.9	PRJNA903931	789	A
GCA_029619145.1_ASM2961914v1	Newbler v. 2.9	PRJNA903931	751	A
GCA_029618675.1_ASM2961867v1	Newbler v. 2.9	PRJNA903931	801	A
GCA_049728825.1_MUTCD0001	SPAdes v. v3.13.0	PRJNA1244779	133	A
GCA_049637655.1_ASM4963765v1	Geneious Prime v. 2024.0.1	PRJNA1231771	68	A
GCA_049637675.1_ASM4963767v1	Geneious Prime v. 2024.0.1	PRJNA1231771	50	A
GCA_049637625.1_ASM4963762v1	Geneious Prime v. 2024.0.1	PRJNA1231771	47	A
GCA_049637515.1_ASM4963751v1	Geneious Prime v. 2024.0.1	PRJNA1231771	28	A
GCA_049637505.1_ASM4963750v1	Geneious Prime v. 2024.0.1	PRJNA1231771	55	A
GCA_049636255.1_ASM4963625v1	Geneious Prime v. 2024.0.1	PRJNA1231771	156	A
GCA_049636865.1_ASM4963686v1	Geneious Prime v. 2024.0.1	PRJNA1231771	50	A
GCA_049636505.1_ASM4963650v1	Geneious Prime v. 2024.0.1	PRJNA1231771	24	A
GCA_049636475.1_ASM4963647v1	Geneious Prime v. 2024.0.1	PRJNA1231771	23	A
GCA_046563085.1_ASM4656308v1	flye v. 2.9.5-b1801	PRJNA1185736	7	A
GCA_026743825.1_Candida_auris_PL1	SPAdes v. 3.15.3	PRJNA863457	779	A
GCA_041381095.1_ASM4138109v1	SPAdes v. 3.15.3	PRJNA1008379	137	A
GCA_004287075.1_RCPF-1821	SPAdes v. 3.9.0	PRJNA514082	470	A
GCA_053223615.1_ASM5322361v1	SPAdes v. 3.15.3	PRJNA1163541	66	A
GCA_049636335.1_ASM4963633v1	Geneious Prime v. 2024.0.1	PRJNA1231771	138	A
GCA_049635935.1_ASM4963593v1	Geneious Prime v. 2024.0.1	PRJNA1231771	134	A
GCA_049635645.1_ASM4963564v1	Geneious Prime v. 2024.0.1	PRJNA1231771	122	A
GCA_044589395.1_ASM4458939v1	MGAP v. 2.2	PRJNA1177213	68	A
GCA_041026505.1_ASM4102650v1	CLC Genomics Workbench v. 12.0.3	PRJNA1140147	470	uncalled
GCA_041026585.1_ASM4102658v1	CLC Genomics Workbench v. 12.0.3	PRJNA1140147	465	uncalled
GCA_041026605.1_ASM4102660v1	CLC Genomics Workbench v. 12.0.3	PRJNA1140147	450	uncalled
GCA_041026525.1_ASM4102652v1	CLC Genomics Workbench v. 12.0.3	PRJNA1140147	471	uncalled
GCA_041026465.1_ASM4102646v1	CLC Genomics Workbench v. 12.0.3	PRJNA1140147	317	uncalled
GCA_041026565.1_ASM4102656v1	CLC Genomics Workbench v. 12.0.3	PRJNA1140147	477	uncalled
GCA_041026545.1_ASM4102654v1	CLC Genomics Workbench v. 12.0.3	PRJNA1140147	489	uncalled
GCA_041026485.1_ASM4102648v1	CLC Genomics Workbench v. 12.0.3	PRJNA1140147	480	uncalled
GCA_049307545.1_ASM4930754v1	Unicycler v. v. 0.5.0	PRJNA269675	384	A
GCA_046331985.1_ASM4633198v1	Unicycler v. 0.5.0	PRJNA269675	986	A
GCA_046331915.1_ASM4633191v1	Unicycler v. 0.5.0	PRJNA269675	622	A
GCA_046331895.1_ASM4633189v1	Unicycler v. 0.5.0	PRJNA269675	48	A
GCA_046331885.1_ASM4633188v1	Unicycler v. 0.5.0	PRJNA269675	65	A
GCA_046331905.1_ASM4633190v1	Unicycler v. 0.5.0	PRJNA269675	44	A
GCA_046331925.1_ASM4633192v1	Unicycler v. 0.5.0	PRJNA269675	39	A
GCA_046331795.1_ASM4633179v1	Unicycler v. 0.5.0	PRJNA269675	41	A
GCA_046331805.1_ASM4633180v1	Unicycler v. 0.5.0	PRJNA269675	34	A
GCA_046331825.1_ASM4633182v1	Unicycler v. 0.5.0	PRJNA269675	32	A
GCA_046331785.1_ASM4633178v1	Unicycler v. 0.5.0	PRJNA269675	889	A
GCA_046331815.1_ASM4633181v1	Unicycler v. 0.5.0	PRJNA269675	45	A
GCA_049307125.1_ASM4930712v1	Unicycler v. v. 0.5.0	PRJNA269675	40	A
GCA_049863235.1_ASM4986323v1	Flye v. 2.9.3	PRJNA1228295	7	A
GCA_050656175.1_ASM5065617v1	Flye v. 2.9.3	PRJNA1122935	7	A
GCA_050656165.1_ASM5065616v1	Flye v. 2.9.3	PRJNA1122935	11	A
GCA_050656055.1_ASM5065605v1	Flye v. 2.9.3	PRJNA1122935	9	A
GCA_050656045.1_ASM5065604v1	Flye v. 2.9.3	PRJNA1122935	7	A
GCA_050656065.1_ASM5065606v1	Flye v. 2.9.3	PRJNA1122935	7	A
GCA_049863305.1_ASM4986330v1	Flye v. 2.9.3	PRJNA1228295	145	A
GCA_049863345.1_ASM4986334v1	Flye v. 2.9.3	PRJNA1228295	104	A
GCA_049634905.1_ASM4963490v1	Geneious Prime v. 2024.0.1	PRJNA1231771	138	A
GCA_049634895.1_ASM4963489v1	Geneious Prime v. 2024.0.1	PRJNA1231771	171	A
GCA_049634865.1_ASM4963486v1	Geneious Prime v. 2024.0.1	PRJNA1231771	151	A
GCA_049635375.1_ASM4963537v1	Geneious Prime v. 2024.0.1	PRJNA1231771	145	A
GCA_049635315.1_ASM4963531v1	Geneious Prime v. 2024.0.1	PRJNA1231771	8	A
GCA_049635195.1_ASM4963519v1	Geneious Prime v. 2024.0.1	PRJNA1231771	158	A
GCA_049635045.1_ASM4963504v1	Geneious Prime v. 2024.0.1	PRJNA1231771	154	A
GCA_049635055.1_ASM4963505v1	Geneious Prime v. 2024.0.1	PRJNA1231771	137	A
GCA_049635015.1_ASM4963501v1	Geneious Prime v. 2024.0.1	PRJNA1231771	171	A
GCA_049637475.1_ASM4963747v1	Geneious Prime v. 2024.0.1	PRJNA1231771	56	A
GCA_049637365.1_ASM4963736v1	Geneious Prime v. 2024.0.1	PRJNA1231771	60	A
GCA_049637355.1_ASM4963735v1	Geneious Prime v. 2024.0.1	PRJNA1231771	58	A
GCA_049636055.1_ASM4963605v1	Geneious Prime v. 2024.0.1	PRJNA1231771	125	A
GCA_049635875.1_ASM4963587v1	Geneious Prime v. 2024.0.1	PRJNA1231771	122	A
GCA_049635795.1_ASM4963579v1	Geneious Prime v. 2024.0.1	PRJNA1231771	93	A
GCA_049635735.1_ASM4963573v1	Geneious Prime v. 2024.0.1	PRJNA1231771	151	A
GCA_049635615.1_ASM4963561v1	Geneious Prime v. 2024.0.1	PRJNA1231771	174	A
GCA_049635495.1_ASM4963549v1	Geneious Prime v. 2024.0.1	PRJNA1231771	152	A
GCA_053360865.1_UANL_Cauris_1	Canu v. 2.2	PRJNA1235324	7	A
GCA_050437075.1_UFSCAURIS1	SPAdes v. 3.14.1	PRJNA1214514	100	alpha
