asmid	accession	level	method	tech	bioproject	contigs
GCA_057661805.1_ASM5766180v1	GCA_057661805.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	471
GCA_057661785.1_ASM5766178v1	GCA_057661785.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	396
GCA_057661745.1_ASM5766174v1	GCA_057661745.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	254
GCA_057661765.1_ASM5766176v1	GCA_057661765.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	397
GCA_057661725.1_ASM5766172v1	GCA_057661725.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	252
GCA_057661705.1_ASM5766170v1	GCA_057661705.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	269
GCA_057661105.1_ASM5766110v1	GCA_057661105.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	245
GCA_057661045.1_ASM5766104v1	GCA_057661045.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	606
GCA_057661005.1_ASM5766100v1	GCA_057661005.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	567
GCA_057660985.1_ASM5766098v1	GCA_057660985.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	607
GCA_057660885.1_ASM5766088v1	GCA_057660885.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	622
GCA_057660905.1_ASM5766090v1	GCA_057660905.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	661
GCA_057660925.1_ASM5766092v1	GCA_057660925.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	745
GCA_057660825.1_ASM5766082v1	GCA_057660825.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	496
GCA_057660845.1_ASM5766084v1	GCA_057660845.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	758
GCA_057660745.1_ASM5766074v1	GCA_057660745.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	1115
GCA_057660725.1_ASM5766072v1	GCA_057660725.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	1061
GCA_057660665.1_ASM5766066v1	GCA_057660665.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	1275
GCA_057660705.1_ASM5766070v1	GCA_057660705.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	1421
GCA_057661645.1_ASM5766164v1	GCA_057661645.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	242
GCA_057661505.1_ASM5766150v1	GCA_057661505.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	217
GCA_057661565.1_ASM5766156v1	GCA_057661565.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	242
GCA_057661515.1_ASM5766151v1	GCA_057661515.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	238
GCA_057661385.1_ASM5766138v1	GCA_057661385.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	245
GCA_057661445.1_ASM5766144v1	GCA_057661445.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	237
GCA_057661395.1_ASM5766139v1	GCA_057661395.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	254
GCA_057661365.1_ASM5766136v1	GCA_057661365.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	385
GCA_057661345.1_ASM5766134v1	GCA_057661345.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	390
GCA_057661305.1_ASM5766130v1	GCA_057661305.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	439
GCA_057661225.1_ASM5766122v1	GCA_057661225.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	410
GCA_057661245.1_ASM5766124v1	GCA_057661245.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	380
GCA_057661145.1_ASM5766114v1	GCA_057661145.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	422
GCA_057661125.1_ASM5766112v1	GCA_057661125.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	604
GCA_057660605.1_ASM5766060v1	GCA_057660605.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	261
GCA_057660585.1_ASM5766058v1	GCA_057660585.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	265
GCA_057660565.1_ASM5766056v1	GCA_057660565.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	261
GCA_057660525.1_ASM5766052v1	GCA_057660525.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	224
GCA_057660465.1_ASM5766046v1	GCA_057660465.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	255
GCA_057660445.1_ASM5766044v1	GCA_057660445.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	223
GCA_057660425.1_ASM5766042v1	GCA_057660425.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	287
GCA_057660325.1_ASM5766032v1	GCA_057660325.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	412
GCA_057660345.1_ASM5766034v1	GCA_057660345.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	392
GCA_057660305.1_ASM5766030v1	GCA_057660305.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	408
GCA_057660205.1_ASM5766020v1	GCA_057660205.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	394
GCA_057660185.1_ASM5766018v1	GCA_057660185.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	370
GCA_057660225.1_ASM5766022v1	GCA_057660225.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	412
GCA_056554995.1_ASM5655499v1	GCA_056554995.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	252
GCA_056554955.1_ASM5655495v1	GCA_056554955.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	244
GCA_056554895.1_ASM5655489v1	GCA_056554895.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	261
GCA_056555055.1_ASM5655505v1	GCA_056555055.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	264
GCA_056554925.1_ASM5655492v1	GCA_056554925.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	252
GCA_056554855.1_ASM5655485v1	GCA_056554855.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	286
GCA_056554875.1_ASM5655487v1	GCA_056554875.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	229
GCA_056555075.1_ASM5655507v1	GCA_056555075.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	235
GCA_056554975.1_ASM5655497v1	GCA_056554975.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	255
GCA_056555035.1_ASM5655503v1	GCA_056555035.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	270
GCA_056555015.1_ASM5655501v1	GCA_056555015.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	238
GCA_056554915.1_ASM5655491v1	GCA_056554915.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	417
GCA_056554835.1_ASM5655483v1	GCA_056554835.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	449
GCA_057190285.1_ASM5719028v1	GCA_057190285.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	228
GCA_057190225.1_ASM5719022v1	GCA_057190225.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	259
GCA_057190175.1_ASM5719017v1	GCA_057190175.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	246
GCA_057190165.1_ASM5719016v1	GCA_057190165.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	241
GCA_057190135.1_ASM5719013v1	GCA_057190135.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	248
GCA_057190055.1_ASM5719005v1	GCA_057190055.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	251
GCA_057190045.1_ASM5719004v1	GCA_057190045.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	260
GCA_057190025.1_ASM5719002v1	GCA_057190025.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	262
GCA_057189905.1_ASM5718990v1	GCA_057189905.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	262
GCA_057189925.1_ASM5718992v1	GCA_057189925.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	272
GCA_057189915.1_ASM5718991v1	GCA_057189915.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	267
GCA_057189785.1_ASM5718978v1	GCA_057189785.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	267
GCA_057189795.1_ASM5718979v1	GCA_057189795.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	572
GCA_057189805.1_ASM5718980v1	GCA_057189805.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	592
GCA_057659505.1_ASM5765950v1	GCA_057659505.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	275
GCA_057659425.1_ASM5765942v1	GCA_057659425.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	222
GCA_057659365.1_ASM5765936v1	GCA_057659365.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	223
GCA_057659405.1_ASM5765940v1	GCA_057659405.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	461
GCA_057659245.1_ASM5765924v1	GCA_057659245.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	237
GCA_057659265.1_ASM5765926v1	GCA_057659265.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	251
GCA_057659255.1_ASM5765925v1	GCA_057659255.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	217
GCA_057659125.1_ASM5765912v1	GCA_057659125.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	255
GCA_057659185.1_ASM5765918v1	GCA_057659185.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	253
GCA_057659165.1_ASM5765916v1	GCA_057659165.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	261
GCA_057659005.1_ASM5765900v1	GCA_057659005.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	244
GCA_057383645.1_ASM5738364v1	GCA_057383645.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	246
GCA_057383605.1_ASM5738360v1	GCA_057383605.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	261
GCA_057383615.1_ASM5738361v1	GCA_057383615.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	269
GCA_057383585.1_ASM5738358v1	GCA_057383585.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	220
GCA_057383545.1_ASM5738354v1	GCA_057383545.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	255
GCA_057383555.1_ASM5738355v1	GCA_057383555.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	245
GCA_057383525.1_ASM5738352v1	GCA_057383525.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	383
GCA_057383485.1_ASM5738348v1	GCA_057383485.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	385
GCA_057383495.1_ASM5738349v1	GCA_057383495.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	423
GCA_057383465.1_ASM5738346v1	GCA_057383465.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	391
GCA_057383435.1_ASM5738343v1	GCA_057383435.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	438
GCA_057383425.1_ASM5738342v1	GCA_057383425.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	452
GCA_057658725.1_ASM5765872v1	GCA_057658725.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	474
GCA_057658405.1_ASM5765840v1	GCA_057658405.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	235
GCA_057658505.1_ASM5765850v1	GCA_057658505.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	404
GCA_057658845.1_ASM5765884v1	GCA_057658845.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	219
GCA_057658585.1_ASM5765858v1	GCA_057658585.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	241
GCA_057658625.1_ASM5765862v1	GCA_057658625.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	237
GCA_057658815.1_ASM5765881v1	GCA_057658815.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	236
GCA_057658315.1_ASM5765831v1	GCA_057658315.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	418
GCA_057658895.1_ASM5765889v1	GCA_057658895.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	439
GCA_057658745.1_ASM5765874v1	GCA_057658745.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	228
GCA_057658605.1_ASM5765860v1	GCA_057658605.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	415
GCA_057658225.1_ASM5765822v1	GCA_057658225.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	258
GCA_057658415.1_ASM5765841v1	GCA_057658415.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	242
GCA_057658685.1_ASM5765868v1	GCA_057658685.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	407
GCA_057658785.1_ASM5765878v1	GCA_057658785.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	246
GCA_058224355.1_ASM5822435v1	GCA_058224355.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	308
GCA_058224325.1_ASM5822432v1	GCA_058224325.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	260
GCA_058224305.1_ASM5822430v1	GCA_058224305.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	269
GCA_058224225.1_ASM5822422v1	GCA_058224225.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	272
GCA_058224205.1_ASM5822420v1	GCA_058224205.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	268
GCA_058224185.1_ASM5822418v1	GCA_058224185.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	256
GCA_058224285.1_ASM5822428v1	GCA_058224285.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	272
GCA_058224025.1_ASM5822402v1	GCA_058224025.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	257
GCA_058224265.1_ASM5822426v1	GCA_058224265.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	253
GCA_058224245.1_ASM5822424v1	GCA_058224245.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	240
GCA_058224165.1_ASM5822416v1	GCA_058224165.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	234
GCA_058224105.1_ASM5822410v1	GCA_058224105.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	417
GCA_058223905.1_ASM5822390v1	GCA_058223905.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	421
GCA_058224145.1_ASM5822414v1	GCA_058224145.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	438
GCA_058224125.1_ASM5822412v1	GCA_058224125.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	391
GCA_058223945.1_ASM5822394v1	GCA_058223945.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	418
GCA_058223965.1_ASM5822396v1	GCA_058223965.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	449
GCA_058224085.1_ASM5822408v1	GCA_058224085.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	424
GCA_058224065.1_ASM5822406v1	GCA_058224065.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	392
GCA_058223985.1_ASM5822398v1	GCA_058223985.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	434
GCA_058224345.1_ASM5822434v1	GCA_058224345.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	422
GCA_058223875.1_ASM5822387v1	GCA_058223875.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	608
GCA_058223925.1_ASM5822392v1	GCA_058223925.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	572
GCA_058224045.1_ASM5822404v1	GCA_058224045.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	602
GCA_058224005.1_ASM5822400v1	GCA_058224005.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	636
GCA_059748995.1_ASM5974899v1	GCA_059748995.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	302
GCA_059749005.1_ASM5974900v1	GCA_059749005.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	332
GCA_059748955.1_ASM5974895v1	GCA_059748955.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	362
GCA_059748895.1_ASM5974889v1	GCA_059748895.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	351
GCA_059748855.1_ASM5974885v1	GCA_059748855.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	356
GCA_059748835.1_ASM5974883v1	GCA_059748835.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	322
GCA_059748765.1_ASM5974876v1	GCA_059748765.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	350
GCA_059748755.1_ASM5974875v1	GCA_059748755.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	541
GCA_059748715.1_ASM5974871v1	GCA_059748715.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	583
GCA_059748675.1_ASM5974867v1	GCA_059748675.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	579
GCA_059748615.1_ASM5974861v1	GCA_059748615.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	571
GCA_059748575.1_ASM5974857v1	GCA_059748575.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	497
GCA_059748545.1_ASM5974854v1	GCA_059748545.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	496
GCA_059748535.1_ASM5974853v1	GCA_059748535.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	529
GCA_059748455.1_ASM5974845v1	GCA_059748455.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	496
GCA_059748395.1_ASM5974839v1	GCA_059748395.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	497
GCA_059748405.1_ASM5974840v1	GCA_059748405.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	494
GCA_059748335.1_ASM5974833v1	GCA_059748335.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	520
GCA_059748285.1_ASM5974828v1	GCA_059748285.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	564
GCA_059748265.1_ASM5974826v1	GCA_059748265.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	524
GCA_059748255.1_ASM5974825v1	GCA_059748255.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	502
GCA_059748155.1_ASM5974815v1	GCA_059748155.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	604
GCA_059748135.1_ASM5974813v1	GCA_059748135.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	526
GCA_059748185.1_ASM5974818v1	GCA_059748185.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	485
GCA_059748025.1_ASM5974802v1	GCA_059748025.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	499
GCA_059748005.1_ASM5974800v1	GCA_059748005.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	559
GCA_059747915.1_ASM5974791v1	GCA_059747915.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	491
GCA_059747905.1_ASM5974790v1	GCA_059747905.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	516
GCA_059747885.1_ASM5974788v1	GCA_059747885.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	552
GCA_059747805.1_ASM5974780v1	GCA_059747805.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	559
GCA_059747775.1_ASM5974777v1	GCA_059747775.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	619
GCA_059747765.1_ASM5974776v1	GCA_059747765.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	611
GCA_059747675.1_ASM5974767v1	GCA_059747675.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	610
GCA_059747645.1_ASM5974764v1	GCA_059747645.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	557
GCA_059747665.1_ASM5974766v1	GCA_059747665.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	595
GCA_059747575.1_ASM5974757v1	GCA_059747575.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	636
GCA_059747535.1_ASM5974753v1	GCA_059747535.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	619
GCA_059747515.1_ASM5974751v1	GCA_059747515.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	671
GCA_059747455.1_ASM5974745v1	GCA_059747455.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	659
GCA_059747405.1_ASM5974740v1	GCA_059747405.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	767
GCA_059747355.1_ASM5974735v1	GCA_059747355.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	715
GCA_059747335.1_ASM5974733v1	GCA_059747335.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	704
GCA_059747275.1_ASM5974727v1	GCA_059747275.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	910
GCA_059747285.1_ASM5974728v1	GCA_059747285.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	785
GCA_059747195.1_ASM5974719v1	GCA_059747195.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	811
GCA_059747095.1_ASM5974709v1	GCA_059747095.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	778
GCA_059746485.1_ASM5974648v1	GCA_059746485.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	601
GCA_059746475.1_ASM5974647v1	GCA_059746475.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	510
GCA_059746545.1_ASM5974654v1	GCA_059746545.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	575
GCA_059746775.1_ASM5974677v1	GCA_059746775.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	726
GCA_059746655.1_ASM5974665v1	GCA_059746655.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	712
GCA_059746645.1_ASM5974664v1	GCA_059746645.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	592
GCA_059746535.1_ASM5974653v1	GCA_059746535.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	623
GCA_059746635.1_ASM5974663v1	GCA_059746635.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	620
GCA_059746755.1_ASM5974675v1	GCA_059746755.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	784
GCA_059997185.1_ASM5999718v1	GCA_059997185.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	335
GCA_059997025.1_ASM5999702v1	GCA_059997025.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	337
GCA_059997225.1_ASM5999722v1	GCA_059997225.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	312
GCA_059997205.1_ASM5999720v1	GCA_059997205.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	328
GCA_059997145.1_ASM5999714v1	GCA_059997145.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	299
GCA_059997165.1_ASM5999716v1	GCA_059997165.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	694
GCA_059997045.1_ASM5999704v1	GCA_059997045.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	318
GCA_059997085.1_ASM5999708v1	GCA_059997085.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	341
